Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
,Family Leisure,Economy Class,Amsterdam to London,August 2015,5.0,5.0,5.0,,4.0,,5,yes
A320,Solo Leisure,Economy Class,MXP to LHR,August 2015,5.0,5.0,5.0,4.0,5.0,,5,yes
Boeing 777,Couple Leisure,Business Class,Toronto to London Heathrow,July 2015,3.0,2.0,2.0,2.0,3.0,2.0,2,no
A320,Solo Leisure,Economy Class,Lyon to London Heathrow,July 2015,2.0,1.0,2.0,,1.0,,3,no
A320,Family Leisure,Economy Class,Gatwick to Marrakech,August 2015,4.0,2.0,3.0,,5.0,,5,yes
,Family Leisure,Economy Class,Miami to London Heathrow,August 2015,4.0,5.0,4.0,1.0,1.0,1.0,2,no
A319,Business,Economy Class,London to Geneva,June 2015,2.0,4.0,3.0,,3.0,3.0,3,no
Boeing 747-400,Business,Economy Class,LHR to PHX,August 2015,1.0,2.0,1.0,1.0,3.0,,1,no
Boeing 747,Family Leisure,Economy Class,Manchester to Boston via Heathrow,August 2015,1.0,4.0,1.0,1.0,1.0,,1,no
Boeing 767,Business,Business Class,LCA to LHR,August 2015,3.0,5.0,4.0,,4.0,,4,yes
A319,Business,Economy Class,Heathrow to Aberdeen,August 2015,2.0,2.0,2.0,,1.0,1.0,1,no
Boeing 777-300,Couple Leisure,Business Class,London to Kuala lumpur,August 2015,3.0,2.0,2.0,1.0,2.0,,3,no
,Solo Leisure,Business Class,London to Berlin,August 2015,3.0,4.0,3.0,3.0,4.0,1.0,2,yes
,Family Leisure,Economy Class,Denver to Heathrow,August 2015,3.0,1.0,3.0,1.0,5.0,,3,no
A321,Couple Leisure,Business Class,LHR to CPH,August 2015,4.0,3.0,3.0,,3.0,,4,no
A319/A320,Solo Leisure,Economy Class,GLA to PRG via LHR,August 2015,4.0,3.0,3.0,,5.0,,5,yes
Boeing 737-400,Couple Leisure,Economy Class,Gatwick to Genoa,August 2015,1.0,2.0,1.0,,3.0,,1,no
A319,Couple Leisure,Economy Class,London Heathrow to Toulouse,August 2015,1.0,4.0,2.0,,4.0,,2,no
,Couple Leisure,Economy Class,London to Copenhagen,August 2015,2.0,2.0,2.0,1.0,1.0,1.0,1,no
A319,Couple Leisure,Economy Class,LHR to DUB,August 2015,5.0,5.0,5.0,,5.0,,5,yes
A320,Solo Leisure,Economy Class,Berlin to London Heathrow,August 2015,3.0,1.0,2.0,,1.0,,2,no
A380,Business,First Class,LHR to IAD,August 2015,4.0,5.0,4.0,4.0,3.0,,5,yes
Boeing 777-236,Business,Business Class,DOH to LHR via BAH,August 2015,4.0,4.0,2.0,3.0,1.0,,3,yes
Boeing 747-400,Family Leisure,Economy Class,LHR to CPT,August 2015,3.0,4.0,4.0,4.0,5.0,,4,yes
,Couple Leisure,Economy Class,St Lucia to Gatwick,August 2015,1.0,2.0,2.0,2.0,3.0,,1,no
A319,Solo Leisure,Business Class,Bari to London Gatwick,August 2015,4.0,5.0,5.0,,3.0,,4,yes
,Family Leisure,Economy Class,London to Toronto,August 2015,5.0,5.0,4.0,4.0,5.0,,5,yes
A319,Couple Leisure,Economy Class,London Heathrow to Düsseldorf,August 2015,4.0,4.0,3.0,,4.0,,4,yes
,Family Leisure,Business Class,London to Jeddah,August 2015,4.0,1.0,2.0,3.0,1.0,,1,no
,Family Leisure,Business Class,London to Jeddah,August 2015,4.0,1.0,2.0,3.0,1.0,,1,no
,Family Leisure,Business Class,LHR to BCN,August 2015,5.0,5.0,5.0,,5.0,,5,yes
A380,Business,Business Class,Johannesburg to London Heathrow,August 2015,1.0,1.0,,,1.0,,1,no
A380,Family Leisure,Economy Class,SFO to LHR,August 2015,2.0,1.0,1.0,4.0,3.0,,1,no
A320,Family Leisure,Economy Class,Amsterdam to London Heathrow,August 2015,4.0,5.0,5.0,,4.0,,5,yes
,Couple Leisure,Economy Class,Edinburgh to London City,August 2015,4.0,3.0,4.0,,1.0,,3,no
A320,Family Leisure,Business Class,Marseille to London Heathrow,August 2015,5.0,5.0,5.0,,5.0,,5,yes
Boeing 777 / A320,Couple Leisure,Business Class,MIA to BRU via LHR,July 2015,4.0,5.0,5.0,5.0,5.0,5.0,5,yes
,Business,Economy Class,Gatwick to Bridgetown,May 2015,3.0,3.0,3.0,3.0,1.0,3.0,2,no
Boeing 747-300,Couple Leisure,Economy Class,RUH to NCL via LHR,August 2015,2.0,3.0,2.0,,1.0,,1,no
Boeing 777,Couple Leisure,First Class,PHL to TXL via LHR,July 2015,2.0,3.0,1.0,2.0,1.0,,1,no
,Family Leisure,Economy Class,London Gatwick to Rome Fiumicino,August 2015,1.0,1.0,,,1.0,,1,no
Boeing 747,Family Leisure,Economy Class,Hyderabad to Phoenix via LHR,August 2015,1.0,3.0,3.0,1.0,1.0,,1,no
Boeing 777,Couple Leisure,Business Class,Washington Dulles to Heathrow,August 2015,3.0,5.0,3.0,3.0,3.0,,3,yes
Boeing 767,Couple Leisure,Business Class,London to Nassau,August 2015,1.0,3.0,2.0,3.0,3.0,,1,no
,Couple Leisure,Economy Class,Dublin to Vancouver via London Heathrow,August 2015,5.0,5.0,4.0,1.0,5.0,1.0,4,yes
Boeing 747,Family Leisure,Business Class,LHR to LAS,July 2015,5.0,5.0,5.0,5.0,5.0,,5,yes
Boeing 747-400,Family Leisure,Economy Class,Boston to London,April 2015,5.0,5.0,5.0,5.0,5.0,,4,yes
,Family Leisure,Economy Class,Sydney to London via Singapore,June 2015,1.0,1.0,2.0,1.0,1.0,,1,no
,Business,Business Class,Bologna to Montreal via London,September 2014,5.0,5.0,2.0,5.0,4.0,,4,yes
Boeing 777,Solo Leisure,Business Class,London to Sydney via Singapore,July 2015,1.0,4.0,2.0,3.0,3.0,,2,no
Boeing 777,Solo Leisure,First Class,Sydney to London via Singapore,June 2015,1.0,1.0,,,1.0,,1,no
A319,Solo Leisure,Economy Class,Glasgow to London Gatwick,August 2015,4.0,5.0,4.0,,5.0,,5,yes
Boeing 767,Couple Leisure,Business Class,LHR to IST,August 2015,4.0,5.0,5.0,4.0,5.0,,5,yes
A319/A321,Solo Leisure,Economy Class,GLA to DME via LGW / LHR,July 2015,4.0,3.0,2.0,2.0,2.0,,5,yes
Boeing 747-400 / A321,Solo Leisure,Economy Class,DME to GLA via LHR,August 2015,4.0,3.0,5.0,3.0,3.0,,5,yes
,Family Leisure,Economy Class,London to Orlando via Miami,August 2015,3.0,2.0,4.0,4.0,2.0,2.0,3,no
Boeing 747-400,Business,Business Class,Beijing to London Heathrow,August 2015,2.0,2.0,2.0,3.0,2.0,,1,no
Boeing 767,Solo Leisure,Economy Class,London to Larnaca,August 2015,4.0,4.0,4.0,2.0,4.0,,3,yes
,Solo Leisure,Economy Class,London to Pisa,August 2015,1.0,1.0,1.0,,1.0,,2,no
A319,Solo Leisure,Economy Class,Dublin to LHR,August 2015,4.0,5.0,4.0,3.0,4.0,,4,yes
,Solo Leisure,Economy Class,Lebanon to Calgary,May 2015,3.0,2.0,,,3.0,,3,no
Boeing 777,Couple Leisure,Economy Class,Sydney to Lisbon via LHR,August 2015,1.0,1.0,1.0,2.0,1.0,,1,no
Boeing 747-400,Business,Economy Class,LHR to DXB,July 2015,1.0,2.0,2.0,1.0,2.0,,1,no
Boeing 747 400,Couple Leisure,Economy Class,Cape Town to London,June 2015,2.0,3.0,2.0,3.0,3.0,,3,yes
Boeing 747 400,Couple Leisure,Economy Class,London to Cape Town,July 2015,2.0,4.0,3.0,2.0,3.0,,3,yes
Boeing 777,Business,First Class,Chicago to London,August 2015,2.0,4.0,,,1.0,,1,no
Boeing 777,Family Leisure,Economy Class,Washington Dulles to LHR,August 2015,1.0,2.0,1.0,1.0,2.0,,1,no
A319,Solo Leisure,Business Class,LHR to ZRH,June 2015,1.0,3.0,2.0,1.0,3.0,,1,no
Boeing 777,Business,Business Class,Tokyo Narita to London,July 2015,2.0,1.0,1.0,3.0,2.0,,2,no
,Family Leisure,Premium Economy,Manchester to San Fran via London,July 2015,3.0,5.0,3.0,3.0,4.0,3.0,1,no
,Couple Leisure,Premium Economy,Los Angeles to Milan via LHR,July 2015,2.0,5.0,4.0,4.0,5.0,4.0,3,no
,Business,Economy Class,London to Vienna,July 2015,3.0,1.0,1.0,1.0,4.0,,2,no
Boeing 777-300,Couple Leisure,Economy Class,London to Sydney via Singapore,July 2015,1.0,4.0,4.0,3.0,2.0,1.0,1,no
A319 / A320,Business,Economy Class,Heathrow to Vienna,July 2015,4.0,2.0,2.0,,3.0,,2,no
Boeing 747-400,Business,Business Class,Cape Town to London,July 2015,2.0,1.0,2.0,2.0,5.0,,1,no
,Family Leisure,Premium Economy,Seoul to London,July 2015,2.0,1.0,2.0,,2.0,,3,no
Boeing 747 and A320,Family Leisure,Economy Class,San Francisco to Zurich via LHR,July 2015,4.0,3.0,3.0,4.0,4.0,1.0,4,yes
Boeing 747-400,Solo Leisure,First Class,Vancouver to Heathrow,June 2015,4.0,1.0,3.0,1.0,2.0,,1,no
Boeing 747,Business,First Class,New York to Dublin via Heathrow,July 2015,2.0,3.0,2.0,1.0,1.0,,1,no
A321,Business,Economy Class,MAN-LHR ,July 2015,4.0,5.0,5.0,,4.0,,5,yes
Boeing 777,Business,Business Class,London Heathrow to Tokyo,July 2015,1.0,2.0,4.0,4.0,3.0,,4,no
,Couple Leisure,Economy Class,London to Entebbe,July 2015,1.0,1.0,,,1.0,,1,no
Boeing 767,Business,Business Class,Istambul to London Heathrow,July 2015,5.0,5.0,5.0,3.0,5.0,,5,yes
Boeing 767,Business,Business Class,London Heathrow to Istanbul,July 2015,5.0,5.0,5.0,3.0,5.0,,5,yes
A318,Business,Business Class,London to Faro,July 2015,1.0,1.0,2.0,1.0,2.0,1.0,1,no
,Couple Leisure,Business Class,Verona to LGW,July 2015,1.0,4.0,2.0,,2.0,,1,no
A319,Solo Leisure,Economy Class,Bari to Gatwick,July 2015,4.0,1.0,4.0,,3.0,,3,yes
Boeing 777,Couple Leisure,Business Class,Orlando to London,May 2015,5.0,5.0,4.0,4.0,5.0,,5,yes
A319,Business,Economy Class,London to Newcastle,July 2015,1.0,3.0,2.0,,4.0,,2,no
A320,Business,Economy Class,LHR to VIE return,,3.0,2.0,2.0,,2.0,,3,no
,Solo Leisure,Economy Class,London Gatwick to Tampa International,July 2015,1.0,3.0,2.0,4.0,1.0,,1,no
Boeing 777-200,Couple Leisure,Economy Class,LHR-BOM,July 2015,4.0,1.0,1.0,5.0,3.0,,3,no
Boeing 777-300,Solo Leisure,Economy Class,London to Singapire,July 2015,2.0,3.0,3.0,4.0,4.0,,4,no
Boeing 777-200,Family Leisure,Economy Class,London to Kuala Lumpur,July 2015,4.0,4.0,4.0,3.0,4.0,,4,yes
Boeing 777-200,Solo Leisure,Economy Class,ATL to LHR,July 2015,4.0,2.0,3.0,4.0,3.0,,3,yes
Boeing 767/Airbus A320,Solo Leisure,Premium Economy,London Heathrow to Athens,July 2015,4.0,2.0,4.0,3.0,3.0,,3,yes
Boeing 777,Couple Leisure,Business Class,Orlando to London,May 2015,5.0,5.0,4.0,4.0,5.0,,5,yes
Boeing 777,Business,Business Class,Singapore to Sydney,July 2015,2.0,1.0,1.0,2.0,3.0,,2,no
,Couple Leisure,First Class,LHR to IAD,July 2015,4.0,5.0,3.0,4.0,4.0,,2,yes
Boeing 777-200,Couple Leisure,Business Class,LHR to KUL,July 2015,4.0,5.0,3.0,4.0,4.0,,5,yes
Boeing 747-400,Solo Leisure,Economy Class,London Heathrow to Bangkok,July 2015,1.0,2.0,3.0,1.0,1.0,,1,no
,Couple Leisure,Economy Class,LHR to NCL,July 2015,2.0,3.0,3.0,,4.0,,3,yes
Boeing 747-400,Solo Leisure,Business Class,London Heathrow to Chicago O'Hare,June 2015,5.0,5.0,5.0,3.0,5.0,,5,yes
Boeing 747-400,Solo Leisure,First Class,ORD to LHR,July 2015,5.0,5.0,5.0,3.0,5.0,,5,yes
Boeing 747,Solo Leisure,Business Class,Vancouver Canada to London,July 2015,2.0,3.0,1.0,1.0,3.0,,2,no
A321 / Boeing 747-400,Solo Leisure,Economy Class,CAI to JFK via LHR,September 2014,1.0,5.0,3.0,4.0,5.0,,2,no
Boeing 747- 400,Family Leisure,Economy Class,LHR to JNB,June 2015,3.0,5.0,4.0,3.0,4.0,,5,yes
A321,Business,Economy Class,Heathrow to Brussels,July 2015,3.0,3.0,4.0,,1.0,,2,no
A320,Solo Leisure,Business Class,Tel Aviv to London LHR,December 2014,5.0,5.0,5.0,4.0,5.0,,4,yes
A380,Couple Leisure,Economy Class,LHR to LAX,May 2015,4.0,5.0,4.0,5.0,5.0,5.0,3,yes
Boeing 747-400,Business,Business Class,London to Singapore,July 2015,1.0,5.0,4.0,1.0,1.0,,3,no
A320,Solo Leisure,Economy Class,LHR to EDI,July 2015,2.0,4.0,1.0,,1.0,,3,no
A319/A320,Couple Leisure,Business Class,Gatwick to Dubrovnik,June 2015,4.0,4.0,5.0,,4.0,,4,yes
A321,Family Leisure,Economy Class,LHR to Hamburg ,May 2015,5.0,5.0,4.0,1.0,4.0,,5,yes
,Business,Economy Class,Shanghai to London Heathrow,June 2015,1.0,1.0,1.0,3.0,1.0,,1,no
A320,Family Leisure,Business Class,Helsinki to London,June 2015,1.0,5.0,5.0,,5.0,,4,yes
Boeing 747-400,Couple Leisure,Premium Economy,Chicago to Paris via London,May 2015,4.0,5.0,4.0,5.0,3.0,4.0,4,yes
Boeing 767,Business,Business Class,Istanbul to London,July 2015,1.0,4.0,1.0,1.0,3.0,,1,no
Boeing 777,Business,Business Class,Bangkok to London,July 2015,2.0,4.0,3.0,2.0,4.0,,3,no
E170,Business,First Class,Dublin to London City,July 2015,2.0,1.0,1.0,,2.0,,1,no
Boeing 777,Business,Business Class,Sydney to Singapore,June 2015,2.0,2.0,2.0,3.0,2.0,,2,no
Boeing 767,Business,Business Class,London to Istanbul,July 2015,1.0,3.0,2.0,,1.0,,1,no
Boeing 747-400,Business,Business Class,Singapore to London,July 2015,1.0,3.0,2.0,,2.0,,2,no
,Family Leisure,Economy Class,London Gatwick to Orlando MCO,June 2015,3.0,2.0,1.0,5.0,1.0,,1,no
A318,Solo Leisure,Business Class,LCY to JFK via Shannon,August 2014,5.0,5.0,5.0,5.0,5.0,5.0,3,yes
,Business,Economy Class,London Heathrow to Dubai,June 2015,1.0,1.0,1.0,1.0,2.0,,1,no
Boeing 777,Family Leisure,Economy Class,Gatwick to Orlando,June 2015,1.0,2.0,1.0,1.0,1.0,1.0,2,no
A320,Solo Leisure,Economy Class,Heathrow to Warsaw,July 2015,3.0,5.0,4.0,,5.0,,5,yes
,Family Leisure,Economy Class,JFK to TAV via LHR,July 2015,2.0,1.0,2.0,2.0,3.0,,2,no
,Family Leisure,Economy Class,Toronto to Rome via London,July 2015,2.0,3.0,1.0,2.0,1.0,,1,no
,Family Leisure,Economy Class,Rotterdam to London,June 2015,1.0,1.0,,,3.0,,1,no
B777-300 / A319,Solo Leisure,Economy Class,Chicago to Berlin via London Heathrow,June 2015,1.0,2.0,1.0,3.0,1.0,,1,no
,Solo Leisure,Business Class,LHR to JFK  ,July 2015,3.0,3.0,4.0,2.0,4.0,,4,no
,Couple Leisure,Economy Class,Heathrow to Ibiza,June 2015,4.0,3.0,1.0,,1.0,,1,no
A380,Solo Leisure,Economy Class,London to Los Angesles,June 2015,4.0,5.0,3.0,5.0,4.0,4.0,5,yes
Boeing 777-200,Family Leisure,Economy Class,YUL to FCO via LHR,October 2014,4.0,4.0,3.0,3.0,4.0,,5,yes
,Couple Leisure,Premium Economy,Washington DC to Heathrow,June 2015,3.0,2.0,2.0,3.0,3.0,3.0,1,no
A320 / Boeing 777-300,Solo Leisure,Economy Class,Berlin to Chicago via LHR,June 2015,1.0,3.0,2.0,3.0,1.0,,1,no
,Couple Leisure,Economy Class,Vienna to London,November 2014,2.0,1.0,1.0,,2.0,,2,no
,Couple Leisure,Economy Class,London to Vienna,November 2014,2.0,3.0,3.0,,3.0,,2,no
A321 and B767,Solo Leisure,Business Class,LHR to FCO,June 2015,4.0,5.0,5.0,,4.0,,4,yes
Boeing 767,Couple Leisure,Business Class,LHR to Grand Cayman via Nassau,June 2015,2.0,5.0,2.0,2.0,2.0,,2,no
A320,Couple Leisure,Business Class,Santorini to LHR,June 2015,3.0,4.0,5.0,,1.0,,4,yes
A319,Solo Leisure,Economy Class,London Gatwick to Glasgow,June 2015,5.0,5.0,3.0,,5.0,,4,yes
Airbus A380,Couple Leisure,Business Class,London to Johannesburg,May 2015,3.0,2.0,2.0,4.0,3.0,,2,no
Boeing 737,Couple Leisure,Economy Class,Naples to London Gatwick,June 2015,3.0,4.0,3.0,,1.0,,1,no
A320,Business,Business Class,Geneva to London,May 2015,2.0,5.0,4.0,4.0,4.0,,4,yes
B747-400 / A319,Solo Leisure,Economy Class,Vancouver to Berlin via London,April 2015,1.0,4.0,3.0,3.0,4.0,,2,no
,Business,Business Class,LHR to LUX,June 2015,3.0,5.0,5.0,,4.0,,4,yes
A320,Solo Leisure,First Class,LHR to NCL,June 2015,3.0,3.0,3.0,,1.0,,3,no
A320,Couple Leisure,Business Class,LHR to Santorini,June 2015,2.0,4.0,5.0,,4.0,,4,yes
B747 400,Solo Leisure,First Class,LHR to MIA,June 2015,4.0,5.0,5.0,4.0,5.0,,5,yes
777-200,Couple Leisure,Economy Class,Bangkok to Heathrow,May 2015,1.0,1.0,1.0,1.0,1.0,,1,no
777,Business,Business Class,Buenos Aires to Heathrow,July 2014,5.0,5.0,4.0,5.0,4.0,,3,yes
,Solo Leisure,,Los Angeles to London to Paris to Rome ,May 2015,1.0,4.0,3.0,2.0,1.0,2.0,1,no
,Couple Leisure,Business Class,LHR to BKK,June 2015,3.0,5.0,4.0,3.0,4.0,,3,yes
A320,Solo Leisure,Economy Class,LHR to Milan Malpensa,June 2015,4.0,5.0,4.0,,4.0,4.0,4,yes
boeing 787,Solo Leisure,Business Class,Seoul to London,June 2015,4.0,3.0,3.0,4.0,3.0,,3,yes
,Couple Leisure,Economy Class,London to Turkey,June 2015,5.0,5.0,5.0,,5.0,,5,yes
,Solo Leisure,Economy Class,Abu Dhabi to Muscat,June 2015,5.0,5.0,3.0,,4.0,,5,yes
B747-400,Solo Leisure,Economy Class,LHR to YYZ,May 2015,3.0,4.0,4.0,4.0,4.0,,4,yes
A320,Couple Leisure,Economy Class,LGW to VCE,June 2015,3.0,5.0,3.0,,4.0,,4,yes
A321,Business,Business Class,LHR to SOF,May 2015,1.0,3.0,2.0,1.0,3.0,1.0,1,no
B747,Solo Leisure,Economy Class,LHR-DEN,May 2015,3.0,5.0,4.0,2.0,,,4,yes
777-300,Solo Leisure,Business Class,ORD-LHR,June 2015,4.0,5.0,2.0,4.0,,,5,yes
A321,Solo Leisure,Economy Class,LHR-GLA,June 2015,4.0,5.0,3.0,,,,4,yes
A321,Solo Leisure,Economy Class,GLA-LHR,May 2015,4.0,5.0,4.0,,,,4,yes
A319,Business,Business Class,FRA-LHR ,,5.0,2.0,2.0,1.0,,,1,no
Boeing 777,Couple Leisure,Business Class,Gatwick to Barbados,,3.0,4.0,3.0,4.0,,,3,no
Airbus 319,Business,Business Class,Kiev to London,,3.0,5.0,,4.0,,1.0,4,yes
,Family Leisure,Economy Class,,,3.0,5.0,5.0,5.0,,,4,yes
Boeing 747-400,Business,Business Class,London-Vancouver return,,4.0,5.0,4.0,3.0,,,5,yes
Boeing 747-400,Business,Business Class,LHR-ORD,,4.0,2.0,3.0,4.0,,,3,yes
,Business,Premium Economy,BOM-LHR,,4.0,1.0,1.0,3.0,,,3,no
,Business,Business Class,LHR-BOM,,2.0,5.0,2.0,3.0,,,3,yes
Boeing 747 / 777,Family Leisure,Business Class,,,4.0,5.0,5.0,2.0,,,5,yes
,,Business Class,,,1.0,1.0,1.0,1.0,,,1,no
,,Economy Class,,,1.0,1.0,2.0,2.0,,,1,no
,,Economy Class,,,1.0,4.0,1.0,2.0,,,1,no
,,Business Class,,,3.0,3.0,4.0,1.0,,,3,no
,,First Class,,,4.0,3.0,1.0,4.0,,,3,yes
,,Premium Economy,,,1.0,4.0,2.0,1.0,,,1,no
,,Business Class,,,3.0,3.0,2.0,1.0,,,2,no
,,Economy Class,,,4.0,3.0,2.0,1.0,,,2,no
,,Premium Economy,,,3.0,3.0,2.0,1.0,,,3,no
,,Economy Class,,,4.0,4.0,4.0,3.0,,,5,yes
,,Economy Class,,,2.0,1.0,1.0,3.0,,,2,no
,,Premium Economy,,,5.0,5.0,4.0,3.0,,,4,yes
,,Economy Class,,,4.0,4.0,4.0,1.0,,,4,yes
,,Premium Economy,,,2.0,1.0,1.0,1.0,,,1,no
,,Business Class,,,1.0,4.0,1.0,1.0,,,1,no
,,First Class,,,5.0,5.0,4.0,5.0,,,3,yes
,,,,,1.0,2.0,1.0,3.0,,,1,no
,,Economy Class,,,3.0,2.0,3.0,3.0,,,2,no
,,Premium Economy,,,4.0,2.0,2.0,3.0,,,3,no
,,Economy Class,,,3.0,2.0,1.0,1.0,,,2,no
,,Economy Class,,,1.0,1.0,1.0,2.0,,,1,no
,,Premium Economy,,,5.0,5.0,3.0,2.0,,,4,yes
,,Economy Class,,,4.0,4.0,4.0,3.0,,,4,yes
,,Premium Economy,,,4.0,5.0,3.0,4.0,,,5,no
,,Economy Class,,,5.0,5.0,5.0,4.0,,,5,yes
,,First Class,,,5.0,5.0,5.0,5.0,,,5,yes
,,Economy Class,,,4.0,5.0,3.0,4.0,,,5,yes
,,Business Class,,,1.0,3.0,1.0,1.0,,,1,no
,,Economy Class,,,2.0,3.0,2.0,2.0,,,3,yes
,,Business Class,,,4.0,4.0,4.0,3.0,,,4,yes
,,Economy Class,,,5.0,5.0,3.0,3.0,,,5,yes
,,Business Class,,,4.0,5.0,5.0,4.0,,,4,yes
,,First Class,,,5.0,5.0,5.0,5.0,,,5,yes
,,Premium Economy,,,3.0,4.0,4.0,5.0,,,4,yes
,,Business Class,,,4.0,5.0,5.0,4.0,,,5,yes
,,Economy Class,,,4.0,5.0,3.0,1.0,,,5,yes
,,Premium Economy,,,4.0,4.0,4.0,3.0,,,4,yes
,,Business Class,,,5.0,5.0,5.0,5.0,,,4,yes
,,Economy Class,,,4.0,4.0,2.0,2.0,,,3,yes
,,Business Class,,,5.0,5.0,5.0,5.0,,,5,yes
,,First Class,,,5.0,5.0,5.0,5.0,,,5,yes
,,Business Class,,,4.0,5.0,5.0,1.0,,,3,yes
,,Business Class,,,4.0,5.0,5.0,3.0,,,4,yes
,,Premium Economy,,,4.0,5.0,4.0,2.0,,,5,yes
,,Business Class,,,5.0,5.0,5.0,3.0,,,5,yes
,,Economy Class,,,1.0,4.0,1.0,4.0,,,1,no
,,Business Class,,,1.0,1.0,2.0,1.0,,,1,no
,,Premium Economy,,,2.0,4.0,2.0,1.0,,,3,yes
,,Business Class,,,1.0,1.0,1.0,2.0,,,2,no
,,Economy Class,,,5.0,5.0,4.0,5.0,,,4,yes
,,Business Class,,,4.0,4.0,4.0,2.0,,,4,yes
,,Business Class,,,1.0,5.0,5.0,5.0,,,5,yes
,,Premium Economy,,,3.0,1.0,2.0,5.0,,,3,no
,,Premium Economy,,,5.0,5.0,5.0,5.0,,,5,yes
,,Business Class,,,5.0,5.0,4.0,5.0,,,5,yes
,,Economy Class,,,5.0,5.0,5.0,2.0,,,5,yes
,,First Class,,,5.0,5.0,4.0,4.0,,,5,yes
,,Business Class,,,5.0,5.0,5.0,3.0,,,5,yes
,,Premium Economy,,,4.0,5.0,5.0,5.0,,,4,yes
,,Economy Class,,,4.0,5.0,4.0,4.0,,,4,yes
,,Business Class,,,4.0,5.0,5.0,5.0,,,5,yes
,,Business Class,,,2.0,5.0,5.0,2.0,,,3,yes
,,First Class,,,5.0,5.0,5.0,5.0,,,5,yes
,,Business Class,,,5.0,5.0,5.0,5.0,,,5,yes
,,Business Class,,,2.0,5.0,3.0,1.0,,,4,yes
,,Business Class,,,5.0,5.0,5.0,5.0,,,5,yes
,,Premium Economy,,,4.0,5.0,5.0,5.0,,,5,yes
,,Premium Economy,,,4.0,3.0,3.0,3.0,,,4,yes
,,First Class,,,5.0,5.0,4.0,4.0,,,5,yes
,,Economy Class,,,5.0,5.0,5.0,5.0,,,4,yes
,,Business Class,,,1.0,1.0,2.0,1.0,,,2,no
,,Economy Class,,,5.0,3.0,4.0,2.0,,,5,yes
,,First Class,,,5.0,5.0,5.0,5.0,,,5,yes
,,Business Class,,,3.0,5.0,5.0,1.0,,,4,yes
,,Premium Economy,,,1.0,1.0,3.0,1.0,,,1,no
,,Economy Class,,,5.0,5.0,5.0,5.0,,,4,yes
,,Business Class,,,4.0,5.0,5.0,4.0,,,5,yes
,,Economy Class,,,5.0,4.0,5.0,5.0,,,4,yes
,,Economy Class,,,3.0,3.0,2.0,4.0,,,3,no
,,Economy Class,,,4.0,5.0,4.0,1.0,,,5,yes
,,Premium Economy,,,3.0,3.0,4.0,5.0,,,4,yes
,,Economy Class,,,3.0,4.0,4.0,1.0,,,5,yes
,,Economy Class,,,5.0,5.0,4.0,3.0,,,4,yes
,,Economy Class,,,5.0,5.0,5.0,3.0,,,5,yes
,,Business Class,,,1.0,5.0,1.0,1.0,,,3,yes
,,Economy Class,,,2.0,3.0,4.0,3.0,,,3,no
,,Business Class,,,1.0,1.0,1.0,3.0,,,1,no
,,Economy Class,,,2.0,1.0,2.0,2.0,,,3,no
,,Business Class,,,5.0,5.0,4.0,5.0,,,4,yes
,,Business Class,,,1.0,4.0,3.0,3.0,,,4,yes
,,Economy Class,,,4.0,3.0,3.0,1.0,,,1,no
,,First Class,,,5.0,2.0,5.0,3.0,,,4,yes
,,Economy Class,,,4.0,3.0,1.0,3.0,,,3,yes
,,Business Class,,,1.0,3.0,3.0,1.0,,,1,no
,,Business Class,,,2.0,4.0,3.0,1.0,,,4,no
,,Economy Class,,,1.0,4.0,1.0,3.0,,,2,no
,,Economy Class,,,2.0,2.0,3.0,2.0,,,3,no
,,Business Class,,,2.0,3.0,2.0,1.0,,,3,no
,,Economy Class,,,4.0,4.0,4.0,4.0,,,4,yes
,,Business Class,,,1.0,2.0,1.0,1.0,,,1,no
,,Premium Economy,,,4.0,3.0,4.0,5.0,,,4,yes
,,Business Class,,,4.0,1.0,2.0,2.0,,,1,no
,,Economy Class,,,3.0,4.0,3.0,1.0,,,4,yes
,,Economy Class,,,4.0,5.0,4.0,1.0,,,2,yes
,,Business Class,,,3.0,3.0,3.0,5.0,,,3,yes
,,Business Class,,,3.0,4.0,4.0,2.0,,,3,yes
,,Business Class,,,1.0,2.0,1.0,1.0,,,1,no
,,First Class,,,3.0,3.0,1.0,3.0,,,2,no
,,Premium Economy,,,2.0,1.0,2.0,1.0,,,2,no
,,Business Class,,,3.0,3.0,1.0,2.0,,,3,no
,,Economy Class,,,2.0,3.0,1.0,1.0,,,3,no
,,Premium Economy,,,5.0,5.0,5.0,4.0,,,5,yes
,,Business Class,,,4.0,3.0,3.0,1.0,,,3,no
,,Business Class,,,2.0,5.0,5.0,5.0,,,4,yes
,,Economy Class,,,4.0,4.0,5.0,1.0,,,4,yes
,,Economy Class,,,1.0,1.0,1.0,1.0,,,1,no
,,Business Class,,,1.0,3.0,1.0,1.0,,,1,no
,,Economy Class,,,3.0,2.0,2.0,1.0,,,4,no
,,Business Class,,,2.0,4.0,4.0,1.0,,,3,yes
,,Premium Economy,,,4.0,4.0,4.0,4.0,,,4,yes
,,Economy Class,,,4.0,5.0,5.0,4.0,,,5,yes
,,Economy Class,,,4.0,4.0,4.0,2.0,,,3,yes
,,Business Class,,,2.0,4.0,3.0,1.0,,,2,yes
